pair_ID	sentence_A	sentence_B	relatedness_score	entailment_judgment
8786	Bir kız kaldırımda ip atlıyor	Bir kız sokağa yakın bir ip atlıyor	4.3	ENTAILMENT
8792	Bir kız bir garajın yakınındaki kaldırıma ip atlıyor	Bir kız sokağa yakın bir ip atlıyor	3.7	NEUTRAL
8806	Bir köpek su kütlesinde yüzüyor	Bir hayvan su kütlesinde yüzüyor	4.5	ENTAILMENT
8832	Bir kadın balkon çıkıntısına yaslanıyor	Bir adam bir balkon çıkıntısına yaslanıyor	3.8	NEUTRAL
8841	Küçük beyaz bir köpek bir çim boyunca koşuyor	Büyük beyaz bir köpek bir çim boyunca koşuyor	3.1	NEUTRAL
8855	Köpek tasmalı ve suyun yanında yürüyor	Tasma üzerine siyah bir köpek suda yürüyor	4.5	NEUTRAL
8938	Portakal şortlu bir çocuk suyun üzerinde bir kaya uçurumunda duruyor ve siyah şortlu diğer çocuk suya atlıyor	İki erkek uçurum kenarında duruyor ve biri suya atlıyor	4.0	NEUTRAL
8963	Küçük bir grup insan duruyor ve ikisi kanepede oturuyor	Beş genç yetişkinden oluşan bir grup içeride uzanıyor	3.8	NEUTRAL
8986	Bir bikinili genç bir kız sahilde atlıyor	Yüzme süitindeki genç bir kız sahilde atlıyor	4.4	ENTAILMENT
9014	Sarışın bir çocuk bir slayt aşağı iniyor ve kollarını atıyor	Koyu saçlı bir çocuk slayt aşağı iniyor ve kollarını atıyor	3.7	CONTRADICTION
9029	Bir ormanda iki köpek oynuyor	Kahverengi bir köpek, kayalık bir kıyıda siyah bir köpeğin peşinde koşuyor	2.3	NEUTRAL
9036	Beyaz bir köpek çakıl plajında altın bir köpeğe yaklaşıyor	İki köpek kayalık bir plajda oynuyor	2.9	NEUTRAL
9056	İki genç kız şapka takıyor ve renkli dillerini yapıştırıyor	İki çocuk mavi ve yeşil renkli diller yapışıyor	3.6	NEUTRAL
9069	Plaja yakın okyanusta iki erkek yatıyor	Plaja yakın suda iki erkek yatıyor	4.4	ENTAILMENT
9093	Büyük bir adam bir askeri aksesuar mağazasında oturuyor	Bir emektar, bir savaştan bazı insanlara farklı şeyler gösteriyor	2.8	NEUTRAL
9102	Mavi yakalı bir köpek dışarıda topla oynuyor	Gri bir köpek, bir çim tarlasında kafasına bir futbol topu zıplıyor	3.4	NEUTRAL
9125	Elinde Hint kıyafetleri ve kına olan genç bir kadın evrak işlerinden geçiyor	Bir kadın renkli bir gömlek ve çok mücevher giyiyor	2.4	NEUTRAL
9132	Bir forma siyah olan bir adam bir spor salonunda duruyor	Siyah forma olan bir adam bir spor salonunda duruyor	4.9	ENTAILMENT
9136	Siyah forma olan bir adam bir spor salonunda duruyor	Bir adam bir spor salonunda duruyor ve bir forma giyiyor	4.5	ENTAILMENT
9169	Kaldırımda biraz kahverengi ve beyaz bir köpek çalışıyor	Biraz kahverengi ve beyaz bir köpek yolda koşuyor	3.7	NEUTRAL
9188	Bir köpek çimleri açıyor ve uçan bir tenis topu takip ediyor	Sarı bir köpek bir topu kovalıyor	4.4	NEUTRAL
9198	Mavi kot pantolonlu bir kadın, taş yapılı bir evin yanında bir grup çocuğun önünde duruyor	Hiçbir bayan sokakta durmuyor ve okul çocukları tarafından çevrili	3.2	NEUTRAL
9200	Bir bayan sokakta duruyor ve okul çocukları tarafından çevrili	Mavi kot pantolonlu bir adam, taş yapılı bir evin yanında bir grup çocuğun önünde duruyor	2.0	NEUTRAL
9211	Bir adam ahşapta havaya sıçrıyor	Bir adam ormanlık bir alanda havaya sıçrıyor	4.3	NEUTRAL
9224	Bir köpek topla koşuyor	Siyah köpek ağzına mavi ve beyaz bir top taşıyor	4.0	NEUTRAL
9242	Mavi Adam bir aracın yanındaki bir resim için poz veriyor	Bir adam kapısı ve gövdesi açık olan klasik bir Amerikan arabasının direksiyonunda duruyor	3.2	NEUTRAL
9287	Bir adam bir tepeden kayak yapıyor ve kırmızı bir engel atlıyor	Bir adam karda bir korkuluk aşağı snowboard yapıyor	3.1	NEUTRAL
9303	Kaykaycı havaya atlıyor	Bir kaykaycı havaya atlıyor	4.9	ENTAILMENT
9314	Bir snowboardcu uzun bir beton rayı taşıyor	Bir kişi snowboard'da akrobasi yapıyor	3.3	NEUTRAL
9336	Bir grup insan caddede yürüyor ve yeşil şapkalı bir kişi telefonda	Dört kişi bir şehir kaldırımı boyunca yürüyor ve yeşil şapkadaki biri birini arıyor	4.2	NEUTRAL
9359	Bir sörfçü büyük bir dalga sörf yapıyor	Bir sörfçü büyük bir dalga sörf yapıyor	4.9	ENTAILMENT
9371	Kırmızı kapüşonlu ceket ve siyah sırt çantası olan bir kişi kayalık bir duvarın yanında yürüyor	Kırmızı ceketli bir adam ve haki pantolon bir Avrupa devletinde yürüyor	3.0	NEUTRAL
9380	Oyuncular futbol topu için manevra yapıyor	Yeşil bir adam bir futbol topu tekme atıyor ve mor ve beyaz bir adam yükseliyor	3.5	NEUTRAL
9401	Deri ahbaplar giymiş adam ve mor bir gömlek birisinin önünde duruyor	Bir adam mor bir gömlek ve siyah deri ahbap giyiyor ve kamera için poz veriyor	3.3	NEUTRAL
9424	Bir köpek, havaya karıştırılan kumlu kumlu bir bölgede ve birkaç bitki arka planda	Havada üfleyen kumda bir köpek var	4.1	NEUTRAL
9425	Rüzgarda üfleyen kumda hiçbir köpek yok	Bir köpek, havaya karıştırılan kumlu kumlu bir bölgede ve birkaç bitki arka planda	4.0	CONTRADICTION
9433	Siyah beyaz köpek yeşil bir bahçede koşuyor	Siyah beyaz bir köpek dışarıda koşuyor	4.4	ENTAILMENT
9452	Ülkedeki bir köpek havaya atlıyor	Bir köpek bazı ağaçların gölgesine atlıyor	3.7	NEUTRAL
9453	Bir köpek bazı ağaçların gölgesine atlıyor	Bir kedi ülkede havaya zıplıyor	1.6	NEUTRAL
9490	Kahverengi çim alanında dört kahverengi köpek kümesi çalıyor	Dört köpek çimenli bir bölgede oynamıyor	4.0	CONTRADICTION
9500	Büyük kahverengi ve beyaz benekli bir köpek sokakta bir ceketin üzerinde yatıyor	Köpek parkta kestiriyor	2.9	NEUTRAL
9545	Sarı spor bisikletindeki bir adam bir tekerlekli yapıyor ve siyah bisiklette bir arkadaş yakıyor	Portakal giymiş binici bir tekerleğin üzerinde bir motosiklet sürüyor	2.8	NEUTRAL
9571	Yaşlı bir adam bir bankta oturuyor ve gri bir ceket ve siyah pantolon giyiyor	Yaşlı bir adam bir bankta oturuyor	4.5	ENTAILMENT
9584	Kadın boya fırçasını sanatçının şövalyesinin yanında tutuyor	Bayan boya fırçasını sanatçının şövalyesinin yanında tutuyor	4.9	ENTAILMENT
9623	Bir adam mavi bir gömlek giyiyor ve bir tenis sahasında çıplak ayakla yürüyor	Bir kadın mavi bir gömlek giyiyor ve bir tenis sahasında çıplak ayakla yürüyor	3.6	NEUTRAL
9669	Genç kız bir çeşmenin kenarında oynuyor ve yaşlı bir kadın onu izliyor	Genç bir kız bir çeşmenin kenarında oynuyor ve yaşlı bir kadın onu izliyor	4.8	ENTAILMENT
9677	Genç bir kız bir çeşmenin kenarında oynuyor ve yaşlı bir kadın onu izliyor	Küçük bir kız ve sarı gömlek giyen bir kadın bir şehir çeşmesi tarafından sıçrıyor	3.5	NEUTRAL
9706	Sahada büyük bir dallı siyah beyaz bir köpek duruyor	Sahada büyük bir dallı siyah beyaz bir köpek çalışıyor	4.2	CONTRADICTION
9713	Siyah beyaz bir köpek yeşil çimlere büyük bir sopa taşıyor	Sahada büyük bir dallı siyah beyaz bir köpek çalışıyor	4.5	ENTAILMENT
9722	Bir çocuk kumdan geçiyor	Çizgili gömlek giyen bir çocuk, kumlu tepede çıplak ayakla koşuyor	3.9	NEUTRAL
9745	İki genç erkek kameraya bakıyor ve biri dilini çıkarıyor	Küçük çocuk dilini kameraya yapıştırıyor ve başka bir çocuk bakıyor	4.4	NEUTRAL
9747	Küçük bir çocuk kamera için dilini çıkarıyor ve başka bir çocuk bakıyor	İki çocuk kameraya bakıyor ve biri dilini çıkarıyor	4.4	ENTAILMENT
9759	Gülen bir çocuk su tabancası tutuyor ve su püskürtülüyor	Mavi ceketli bir kişi uzun bir çimento duvarına atlıyor	1.1	NEUTRAL
9763	Bir kişi bazı mantarları dilimliyor	Fil kadın tarafından sürülüyor	1.0	NEUTRAL
9771	İki küçük çocuk sokakta bir oyuncak arabasıyla oynuyor	Bir köpek bir tarladan geçiyor ve bir oyuncağı kovalıyor	1.4	NEUTRAL
9788	Bir adam elektro gitar çalıyor	Bir grup insan içecek tutuyor ve kameraya işaret ediyor	1.0	NEUTRAL
9789	Altın ve Morlu Bir Kız Gökkuşağı Afgan tutuyor	Bir adam fırçada çömeliyor ve fotoğraf çekiyor	1.0	NEUTRAL
9822	İki kişi bisiklet sürüyor	Pratik bir jumper bir kişinin snowboard'u havaya fırlatıyor	2.0	NEUTRAL
9838	Bazı enstrümanlar bir grup tarafından oynanıyor	Genç, üstsüz bir kadın boya ile kaplıdır	1.0	NEUTRAL
9843	Bir aile otomattan bir şeyler satın alıyor	Takım elbiseli bir adam mikrofonda duruyor ve şarkı söylüyor	1.0	NEUTRAL
9869	Bir maymunun üzerine bisiklet sürülüyor	Bir kişi bir kir tepesinden kir bisiklete biniyor	2.8	NEUTRAL
9880	Bir motorcu bir çitten uzaklaşıyor	Bir adam yolda dans ediyor	1.2	NEUTRAL
9931	Bir kadın elektro gitar çalıyor	Bir çocuk gitar çalıyor	3.0	NEUTRAL
9963	Hayvan çimlerin üzerinde otlatıyor	Polis bir polis bisikletinin üzerinde oturuyor	1.0	NEUTRAL
9975	Köpek bazı damlacıklara yapışıyor	Bir gruptaki bir kız bir enstrüman çalıyor	1.0	NEUTRAL
9988	Genç bir adam bir motokros bisikletini bir toprak tepeden aşağı itiyor	Bir köpek tenis topundan sonra yüzüyor	1.0	NEUTRAL
