pair_ID	sentence_A	sentence_B	relatedness_score	entailment_judgment
4386	Bir ayakkabı bir adam tarafından bağlanıyor	Bir adam ayakkabı bağlıyor	5.0	ENTAILMENT
4387	Bir adam bir ayakkabıyı çözüyor	Bir adam ayakkabı bağlıyor	3.0	NEUTRAL
4390	Bir adam ata binmiyor	Bir adam ata biniyor	4.1	CONTRADICTION
4392	Bir adam sahilde ata biniyor	Bir adam çölde ata biniyor	3.5	NEUTRAL
4393	Bir adam kumlu bir toprakta ata biniyor	Bir adam ata biniyor	4.1	ENTAILMENT
4394	Bir adam sahilde ata biniyor	Bir adam ata biniyor	4.7	ENTAILMENT
4395	Bir adam çölde ata biniyor	Bir at bir erkek tarafından bastırılıyor	4.1	ENTAILMENT
4396	Bir adam ata binmiyor	Bir adam çölde ata biniyor	3.6	NEUTRAL
4398	Bir adam tarafından bir kağıt tabak kesiliyor	Bir adam bir kağıt tabak kesiyor	5.0	ENTAILMENT
4401	Adam bir kağıt tabak kesmiyor	Adam bir kağıt tabak kesiyor	3.3	CONTRADICTION
4407	İki adam lastik haddeleme yarışında yarışıyor	İki adam bir lastik haddeleme yarışmasında yarışıyor	4.7	ENTAILMENT
4408	İki adam lastik haddeleme yarışında yarışıyor	İki kadın lastik haddeleme yarışında yarışıyor	3.3	NEUTRAL
4410	Bir traktörün lastiklerini çeviren hiç kimse yok	Bir yarıştaki iki kişi bir traktörün lastiklerini çeviriyor	3.9	CONTRADICTION
4412	Bir traktörün lastiklerini çeviren hiç kimse yok	İki adam lastik haddeleme yarışında yarışıyor	2.4	NEUTRAL
4414	Bir yarıştaki iki kişi bir traktörün lastiklerini çeviriyor	İki kadın lastik haddeleme yarışında yarışıyor	3.8	NEUTRAL
4417	Ağızda bir timsah okşayan bir adam yok	Bir adam ağızda bir timsah okşuyor	3.6	CONTRADICTION
4418	Bir kişi doğranmış sebzeleri sobadaki bir tencereye düşürüyor	Doğranmış sebzeler bir kişi tarafından soba üzerinde bir tencereye bırakılıyor	4.9	ENTAILMENT
4426	Erkekler konuşmuyor	Erkekler konuşuyor	3.9	CONTRADICTION
4431	Bazı kadınlar konuşuyor	Erkekler sohbet ediyor	1.9	NEUTRAL
4432	Erkekler konuşmuyor	Bazı kadınlar konuşuyor	3.4	NEUTRAL
4439	Ruj giyen kadın yok	Bir adam gitar çalıyor	1.0	NEUTRAL
4440	Bir adam bir enstrüman çalıyor	Bir kadın ruj giyiyor	1.1	NEUTRAL
4442	Bir adam gitar çalıyor	Bir kadın ruj giyiyor	1.0	NEUTRAL
4443	Bir adam bir kıza şarkı söylüyor	Bir erkek bir kadına şarkı söylüyor	4.2	NEUTRAL
4445	Bir adam telefon ediyor	Bir adam telefonda konuşuyor	4.3	ENTAILMENT
4446	Bir adam telefonda konuşuyor	Bir adam telefonda konuşmuyor	3.4	CONTRADICTION
4447	Bir adam telefon ediyor	Bir erkek bir kadına şarkı söylüyor	1.7	NEUTRAL
4454	Rhino çimlere otlatıyor	Rhino çimden besleniyor	4.35	ENTAILMENT
4457	Bir tarlada bir gergedan otlatıyor	Rhino çimlere otlamıyor	4.3	NEUTRAL
4458	Rhino çimlere otlatıyor	Bir hayvan bir tarlada otlatıyor	4.1	ENTAILMENT
4464	Bir erkek ve bir kadın birlikte koşuyor ve el ele tutuşuyor	Bir erkek ve bir kadın birlikte duruyor ve el ele tutuşuyor	3.6	NEUTRAL
4468	Bir erkek ve bir kadın birlikte koşuyor ve el ele tutuşuyor	Okyanusa doğru koşan çift yok	2.6	NEUTRAL
4469	Bir erkek ve bir kadın birlikte koşuyor ve el ele tutuşuyor	Bir çift okyanusa doğru koşuyor	3.6	ENTAILMENT
4471	Bir adam bir futbol topunu yumrukluyor	Bir adam bir futbol topu tekme atıyor	4.0	NEUTRAL
4472	Bir kasenin içeriği bir erkek tarafından karıştırılıyor	Bir adam bir kasenin içeriğini karıştırıyor	5.0	ENTAILMENT
4473	Bir adam bir kasenin içeriğini karıştırıyor	Bir kadın bir kasenin içeriğini karıştırıyor	3.8	NEUTRAL
4481	Kadın tavaya yağ döküyor	Kadın tarafından tavaya yağ dökülüyor	5.0	ENTAILMENT
4486	Çocuk piyano çalmıyor	Kadın tavaya yağ döküyor	1.0	NEUTRAL
4487	Kadın tavaya yağ döküyor	Çocuk piyano çalıyor	1.0	NEUTRAL
4490	Bir kız saçlarını fırçalıyor	Bir kız saçını şekillendiriyor	4.1	ENTAILMENT
4497	Doktorlar bir adamı iyileştiriyor	Doktorlar bir adamı canlandırıyor	4.5	ENTAILMENT
4498	Doktorlar bir adamı canlandırıyor	Doktorlar bir adamı canlandırmıyor	3.3	CONTRADICTION
4501	Doktor hastaya yardım ediyor	Hasta doktora yardım ediyor	3.2	NEUTRAL
4503	Doktor hastaya yardım etmiyor	Doktorlar bir adamı canlandırıyor	3.1	NEUTRAL
4507	Doktorlar bir adamı canlandırıyor	Doktor hastaya yardım ediyor	4.0	ENTAILMENT
4509	Bir kadına masaj yapan bir adam yok	Bir erkek bir kadına masaj yapıyor	3.3	CONTRADICTION
4511	Bir duvara bir parça tahtma vidalayan adam yok	Bir adam bir duvara bir parça odun vidalıyor	3.5	CONTRADICTION
4513	Bir erkek bir kadına masaj yapıyor	Bir duvara bir parça tahtma vidalayan adam yok	1.1	NEUTRAL
4514	Bir kadın bir erkek tarafından masaj yapıyor	Bir adam bir duvara bir parça odun vidalıyor	1.1	NEUTRAL
4515	Bir adam bir duvara bir parça odun vidalıyor	Bir kadına masaj yapan bir adam yok	1.3	NEUTRAL
4516	Bir erkek bir kadına masaj yapıyor	Bir adam bir duvara bir parça odun vidalıyor	1.3	NEUTRAL
4517	Bir adam flüt oynuyor	Bir adam tarafından bir flüt oynanıyor	4.8	ENTAILMENT
4522	Bir adam flüt oynuyor	Gitar oynayan adam yok	3.5	NEUTRAL
4523	Bir adam gitar çalıyor	Bir adam tarafından bir flüt oynanıyor	2.8	NEUTRAL
4524	Bir adam gitar çalıyor	Flüt oynayan bir adam yok	2.4	NEUTRAL
4525	Bir adam flüt oynuyor	Bir adam gitar çalıyor	2.9	NEUTRAL
4526	Bir adam araba kullanıyor	Bir adam aracı kullanıyor	4.4	ENTAILMENT
4529	Bir adam ata biniyor	Ata binen kimse yok	4.4	CONTRADICTION
4534	Bir adam araba kullanıyor	Bir adam ata biniyor	2.9	NEUTRAL
4540	Bir kedi bir parça mobilya altında sürünüyor	Bir kanepenin altında baş aşağı kayan kedi yok	3.1	NEUTRAL
4541	Bir kedi bir kanepenin altında baş aşağı kayıyor	Bir hayvan bir parça mobilya altında sürünüyor	4.0	ENTAILMENT
4544	Bir at bir adam tarafından bastırılıyor	Bir adam ata biniyor	5.0	ENTAILMENT
4549	Bir adam ata biniyor	Ata binen kadın yok	4.3	NEUTRAL
4551	Ata binen kimse yok	Bir kadın ata biniyor	3.1	NEUTRAL
4553	Bir adam plastikten yapılmış bir kabı boşaltır	Bir adam plastik bir kap boşalıyor	4.9	ENTAILMENT
4556	Bir adam mutfakta bir lavabonun üzerinde bir kap sallıyor	Mutfakta bir lavabonun üzerinde bir konteyner sallayan bir adam yok	3.4	CONTRADICTION
4558	Mutfakta bir lavabonun üzerinde bir konteyner sallayan bir adam yok	Bir adam plastik bir kap boşalıyor	3.5	NEUTRAL
4559	Bir adam mutfakta bir lavabonun üzerinde bir kap sallıyor	Bir adam plastikten yapılmış bir kabı boşaltır	3.5	NEUTRAL
4562	Bazı erkekler savaşıyor	Bir grup adam savaşıyor	4.5	ENTAILMENT
4564	İki adam savaşıyor	İki adam savaşıyor	4.8	ENTAILMENT
4565	İki adam savaşmıyor	İki adam savaşıyor	4.0	CONTRADICTION
4567	İki adam savaşmıyor	Bazı erkekler savaşıyor	4.0	NEUTRAL
4569	Dövüşen erkek yok	İki adam savaşıyor	3.4	CONTRADICTION
4570	İki adam savaşıyor	Bazı erkekler savaşıyor	4.4	ENTAILMENT
4573	İki kadın mutlu bir şekilde dans ediyor	İki kadın dans ediyor	4.6	ENTAILMENT
4574	İki kadın dans ediyor	İki kadın dans etmiyor	3.3	CONTRADICTION
4579	İki kadın dans ediyor	Birkaç polis kadın karaoke söylüyor	1.9	NEUTRAL
4580	Bir at bir kadın tarafından bastırılıyor	Bir kadın ata biniyor	5.0	ENTAILMENT
4581	Bir kadın ata biniyor	Bir kadın ata binmiyor	3.2	CONTRADICTION
4585	Bir kadın ata biniyor	Ata binen kadın yok	3.4	CONTRADICTION
4590	Hamster şarkı yok	Bir hamster şarkı söylüyor	3.3	CONTRADICTION
4595	Küçük bir hayvan şarkı söylüyor	Bir kişi bazı soğan dilimliyor	1.0	NEUTRAL
4596	Hamster şarkı yok	Bir kişi bazı soğan dilimliyor	1.0	NEUTRAL
4597	Bir kişi bazı soğan dilimliyor	Bir hamster şarkı söylüyor	1.0	NEUTRAL
4601	Şarkı söyleyen ve gitar çalan bir adam yok	Bir adam şarkı söylüyor ve gitar çalıyor	3.5	CONTRADICTION
4605	Gitar oynayan adam yok	Bir adam şarkı söylüyor ve gitar çalıyor	2.3	CONTRADICTION
4606	Bir adam şarkı söylüyor ve gitar çalıyor	Bir adam gitar çalıyor	4.4	ENTAILMENT
4611	Bir adam araba kullanıyor	Bir adam aracı kullanıyor	4.7	ENTAILMENT
4612	Araba kullanan bir adam yok	Bir adam araba kullanıyor	3.8	CONTRADICTION
4616	Bir çocuk makasla ot kesiyor	Bir çocuk makasla ot kesiyor	4.5	ENTAILMENT
4617	Makasla çim kesen bir çocuk yok	Bir çocuk makasla ot kesiyor	3.5	CONTRADICTION
4619	Çocuk çimleri makasla kaldırımla kesiyor	Çocuk çimleri makasla kaldırımla kesmiyor	3.8	CONTRADICTION
4626	Bir adam keman çalıyor	Keman oynayan adam yok	3.8	CONTRADICTION
4630	Bir adam keman çalıyor	Bebek gülmüyor ve sürünmüyor	1.0	NEUTRAL
4632	Keman oynayan adam yok	Bebek gülüyor ve sürünüyor	1.1	NEUTRAL
4633	Bir adam keman çalıyor	Bebek gülüyor ve sürünüyor	1.1	NEUTRAL
4634	Bir adam bir arp oynuyor	Bir arp bir adam tarafından oynanıyor	4.9	ENTAILMENT
4635	Arp oynayan bir adam yok	Bir adam bir arp oynuyor	3.7	CONTRADICTION
4636	Bir adam tarafından bir klavye çalınıyor	Bir adam klavye oynuyor	5.0	ENTAILMENT
4637	Klavye oynayan adam yok	Bir adam klavye oynuyor	4.4	CONTRADICTION
4643	Bir adam bir kabloyu kılıçla kesiyor	Bir adam bir ipi kılıçla kesiyor	4.5	ENTAILMENT
4644	Kılıçla ip kesen bir adam yok	Bir adam bir ipi kılıçla kesiyor	2.5	CONTRADICTION
4646	Bir adam kalın bir ip bağlıyor	Bir adam kılıçla kalın bir ip kesiyor	2.92	NEUTRAL
4648	Bir adam bir ipi kılıçla kesiyor	Bir adam kalın bir ip bağlıyor	3.3	NEUTRAL
4651	Bir adam kılıçla kalın bir ip kesiyor	Bir adam bir ipi kılıçla kesiyor	4.6	ENTAILMENT
4652	Bir adam bir soğan kabuğunu kaldırıyor	Bir adam soğanı soyuyor	4.8	ENTAILMENT
4653	Soğanı soyan hiçbir adam yok	Bir adam soğanı soyuyor	3.4	CONTRADICTION
4656	Bir adam bir vahşi doğada bir pist boyunca yürüyor	Bir adam soğanı soyuyor	1.1	NEUTRAL
4659	Bir adam bir vahşi doğada bir yol boyunca yürüyor	Soğanı soyan hiçbir adam yok	1.1	NEUTRAL
4660	Bir adam soğanı soyuyor	Bir adam bir vahşi doğada bir yol boyunca yürüyor	1.0	NEUTRAL
4662	Patates kesen kadın yok	Bir kadın patates kesiyor	3.6	CONTRADICTION
4663	Bir soğan bir kadın tarafından dilimleniyor	Bir kadın soğanı dilimliyor	4.9	ENTAILMENT
4664	Soğan dilimleyen kadın yok	Bir kadın soğanı dilimliyor	4.3	CONTRADICTION
4665	Bir kadın patates kesiyor	Bir soğan bir kadın tarafından dilimleniyor	3.2	NEUTRAL
4666	Bir kadın patates kesiyor	Soğan dilimleyen kadın yok	2.7	NEUTRAL
4668	Bir kadın soğanı dilimliyor	Patates kesen kadın yok	2.4	NEUTRAL
4669	Bir kadın soğanı dilimliyor	Bir kadın patates kesiyor	2.7	NEUTRAL
4671	Bir adam bir tahtaya bir delik açıyor	Bir adam bir ahşap parçasında bir delik açıyor	3.7	CONTRADICTION
4673	Birisi bir güç matkabı ile bir odun şeridinde bir delik açıyor	Birisi bir matkapla bir odun şeridinde bir delik açıyor	4.5	ENTAILMENT
4674	Kimse bir güç matkabı ile bir odun şeridinde bir delik açmıyor	Birisi bir güç matkabı ile bir odun şeridinde bir delik açıyor	3.8	CONTRADICTION
4679	Bir adam bir parça ahşap bir delik açıyor	Birisi bir güç matkabı ile bir odun şeridinde bir delik açıyor	3.7	NEUTRAL
4680	Birisi bir güç matkabı ile bir odun şeridinde bir delik açıyor	Bir adam bir tahtaya bir delik açıyor	4.4	ENTAILMENT
4681	Bir kadın soğanı dilimliyor	Bir kadın soğanı kesiyor	4.8	ENTAILMENT
4683	Bir kadın sarımsak dilimliyor	Bir kadın sarımsak kesiyor	4.9	ENTAILMENT
4685	Bir kadın sarımsak kesiyor	Bir kadın soğanı dilimliyor	2.9	NEUTRAL
4686	Bir kadın sarımsak dilimlemiyor	Bir kadın soğanı dilimliyor	3.5	NEUTRAL
4687	Bir kadın sarımsak dilimliyor	Bir kadın soğanı kesiyor	3.0	NEUTRAL
4688	Bir kadın sarımsak dilimliyor	Bir kadın soğanı dilimlemiyor	3.4	NEUTRAL
4689	Bir kadın soğanı dilimliyor	Bir kadın sarımsak dilimliyor	3.2	NEUTRAL
4696	Bir adam küçük bir maymunu gösteriyor	Bir adam, küçük olan bir hayvan tutuyor, bir yandan	4.2	ENTAILMENT
4697	Bir adam küçük bir maymunu gösteriyor	Bir adam bir yandan büyük bir hayvanı tutuyor	2.9	NEUTRAL
4699	Bir grup erkek deniz kıyısında futbol oynuyor	Bir grup erkek sahilde futbol oynuyor	4.7	ENTAILMENT
4700	Bir grup erkek sahilde futbol oynamıyor	Bir grup erkek sahilde futbol oynuyor	3.5	CONTRADICTION
4701	Bir grup adam sahilde futbol oynuyor	Bir grup adam sahilde bir topla oynuyor	4.2	ENTAILMENT
4702	Bir grup kadın sahilde bir topla oynuyor	Bir grup adam sahilde futbol oynuyor	3.1	NEUTRAL
4710	Stand mikserine bazı tereyağı parçaları ekleniyor	Stand mikserine tereyağı parçaları ekleniyor	4.7	ENTAILMENT
4711	Stand mikserine tereyağı eklenmiyor	Stand mikserine tereyağı parçaları ekleniyor	4.0	CONTRADICTION
4712	Stand mikserine bazı tereyağı parçaları ekleniyor	Bir adam tereyağı parçalarını bir karıştırma kasesine kesiyor	3.6	NEUTRAL
4713	Bir adam tereyağı parçalarını bir karıştırma kasesine kesiyor	Stand mikserine tereyağı eklenmiyor	4.0	NEUTRAL
4716	Bir adam tereyağı parçalarını bir karıştırma kasesine kesiyor	Stand mikserine tereyağı parçaları ekleniyor	4.0	ENTAILMENT
4717	Bir maymun bir kişiyi tekmeliyor	Bir kişi bir maymun tarafından atılıyor	4.9	ENTAILMENT
4718	Bir insanı tekmeleyen maymun yok	Bir maymun bir kişiyi tekmeliyor	4.3	CONTRADICTION
4720	Bir maymun dövüş sanatları uyguluyor	Bir şempanze dövüş sanatları uyguluyor	4.5	ENTAILMENT
4724	Bir kişi bir maymun tarafından atılıyor	Bir maymun dövüş sanatları uyguluyor	3.3	NEUTRAL
4725	Bir maymun dövüş sanatları uyguluyor	Bir insanı tekmeleyen maymun yok	2.9	NEUTRAL
4728	Bir adam bir susturucuyu silahla sabitliyor	Bir adam silahına susturucu uyguluyor	4.485	ENTAILMENT
4729	Bir susturucu silahı sabitleyen bir adam yok	Bir adam bir susturucuyu silahla sabitliyor	4.0	CONTRADICTION
4731	Bir adam bir susturucu bir tabancaya sığdırıyor	Bir susturucu bir tabancaya sığdıran bir adam yok	3.4	CONTRADICTION
4735	Bir adam bir susturucu bir tabancaya sığdırıyor	Bir susturucu silahı sabitleyen bir adam yok	3.3	CONTRADICTION
4740	Bir kişi bir motosiklette hile yapıyor	Bir kişi bir motosiklette hile yapmıyor	4.1	CONTRADICTION
4742	Motosikletteki bir adam bir tekerleğe biniyor	Bir kişi bir motosiklette akrobasi gerçekleştiriyor	4.1	ENTAILMENT
4743	Bir kişi bir motosiklette hile yapmıyor	Motosikletteki bir adam bir tekerleğe biniyor	3.7	NEUTRAL
4745	Motosikletteki bir adam bir numara yapıyor	Bir kişi bir motosiklette hile yapıyor	4.5	ENTAILMENT
4746	Bir kişi bir motosiklette hile yapıyor	Motosikletteki bir adam bir tekerleğe binmiyor	3.6	NEUTRAL
4752	Küçük bir kız, bir sahilde keman çalıyor	Kız kanepede oturuyor ve tığ işi	1.9	NEUTRAL
4753	Küçük bir kız, bir sahilde keman çalıyor	Kız kanepede duruyor ve tığ işi	1.5	NEUTRAL
4756	Küçük bir kız, bir sahilde keman çalıyor	Kız kanepede oturuyor ve tığ işi yapıyor	1.2	NEUTRAL
4759	Bir adam eski bir mikrofona şarkı söylüyor	Bir adam mikrofona şarkı söylüyor	4.5	ENTAILMENT
4760	Bir kadın mikrofona şarkı söylüyor	Bir adam mikrofona şarkı söylüyor	3.8	NEUTRAL
4761	Bir adam yağmurda dans ediyor	Bir adam eski bir mikrofona şarkı söylüyor	1.9	NEUTRAL
4762	Bir adam yağmurda dans ediyor	Bir kadın mikrofona şarkı söylüyor	1.1	NEUTRAL
4763	Bir kişi yağmurda dans ediyor	Bir adam mikrofona şarkı söylüyor	1.0	NEUTRAL
4764	Bir adam mikrofona şarkı söylüyor	Bir adam yağmurda oturuyor	1.5	NEUTRAL
4766	Bir adam bir yılan pişiriyor	Bir adam bir yılanı kavuruyor	4.7	ENTAILMENT
4769	Adam dilimlenmiş salatalıkları sudan çıkarıyor	Adam dilimlenmiş salatalıkları suya düşürüyor	3.6	NEUTRAL
4771	Adam dilimlenmiş salatalıkları sudan çıkarıyor	Bir adam bir yılan pişiriyor	1.1	NEUTRAL
4774	Bir adam bir yılan pişiriyor	Adam dilimlenmiş salatalıkları suya düşürüyor	1.5	NEUTRAL
4777	Küçük bir çocuk gitar çalıyor	Genç bir çocuk gitar çalıyor	4.6	ENTAILMENT
4780	Bir çocuk gitar çalıyor	Küçük bir kız gitar çalıyor	3.7	NEUTRAL
4782	Küçük bir çocuk gitar çalıyor	Gitar çalan bir çocuk yok	3.5	CONTRADICTION
4788	Bir Fil Bir Kadın Tarafından Sürülüyor	Bir kadın soda açıyor ve içiyor	1.0	NEUTRAL
4790	Bir kadın filin üzerine biniyor	Bir kadın tarafından bir soda açılıyor ve sarhoş oluyor	1.0	NEUTRAL
4793	Bir çocuk gitar çalıyor	Bir çocuk bir enstrüman çalıyor	4.6	ENTAILMENT
4794	Bir çocuk gitar çalıyor	Bir çocuk gitar çalmıyor	3.6	CONTRADICTION
4795	Bir çocuk tarafından bir gitar çalınıyor	Bir çocuk gitar çalıyor	5.0	ENTAILMENT
4796	Gitar çalan çocuk yok	Bir çocuk gitar çalıyor	3.1	CONTRADICTION
4797	Bir çocuk gitar çalıyor	Bir çocuk tarafından bir gitar çalınıyor	4.5	ENTAILMENT
4798	Gitar çalan çocuk yok	Bir çocuk gitar çalıyor	4.0	CONTRADICTION
4799	Bir çocuk bir enstrüman çalıyor	Bir çocuk gitar çalıyor	4.0	NEUTRAL
4800	Bir çocuk gitar çalmıyor	Bir çocuk gitar çalıyor	3.6	NEUTRAL
4802	Bir maymun hayvanat bahçesinde bir köpekle alay ediyor	Hayvanat bahçesinde bir maymun tarafından bir köpek alay ediliyor	4.9	ENTAILMENT
4805	Bir köpeğin kuyruğu bir maymun tarafından çekiliyor	Bir maymun bir köpeğin kuyruğunu çekiyor	4.9	ENTAILMENT
4806	Bir köpeğin kuyruğunu çeken maymun yok	Bir maymun bir köpeğin kuyruğunu çekiyor	3.4	CONTRADICTION
4807	Bir maymun bir köpeğin kuyruğunu çekiyor	Bir köpek bir maymunun kuyruğunu çekiyor	3.9	NEUTRAL
4808	Bir maymun hayvanat bahçesinde bir köpekle alay ediyor	Bir köpeğin kuyruğu bir maymun tarafından çekiliyor	4.3	NEUTRAL
4810	Bir köpek bir maymunun kuyruğunu çekiyor	Bir maymun hayvanat bahçesinde bir köpekle alay ediyor	3.5	NEUTRAL
4811	Hayvanat bahçesinde bir maymun tarafından bir köpek alay ediliyor	Bir maymun bir köpeğin kuyruğunu çekiyor	4.3	NEUTRAL
4812	Hayvanat bahçesinde bir köpekle alay eden maymun yok	Bir maymun bir köpeğin kuyruğunu çekiyor	3.4	CONTRADICTION
4813	Bir köpek hayvanat bahçesinde bir maymunu alay ediyor	Bir maymun bir köpeğin kuyruğunu çekiyor	3.4	NEUTRAL
4815	Bir kişi biraz zencefil dilimliyor	Bir kişi biraz zencefil kesiyor	4.9	ENTAILMENT
4817	Bir kişi bir soğanı dilimliyor	Bir kişi tarafından dilimleniyor	5.0	ENTAILMENT
4819	Bir kişi biraz zencefil kesiyor	Bir kişi tarafından dilimleniyor	2.8	NEUTRAL
4820	Bir kişi biraz zencefil kesiyor	Soğan dilimleyen kimse yok	2.9	NEUTRAL
4821	Bir kişi bir soğanı dilimliyor	Bir kişi biraz zencefil dilimliyor	2.8	NEUTRAL
4822	Biraz zencefil kesen kimse yok	Bir kişi bir soğanı dilimliyor	2.1	NEUTRAL
4825	Bir adam patates kesmiyor	Bir adam patates kesiyor	3.6	CONTRADICTION
4826	Bir adam patatesleri parçalara ayırıyor	Bir adam patatesleri parçalara ayırıyor	4.6	ENTAILMENT
4832	Bir adam patatesleri parçalara ayırıyor	Bir adam patates kesiyor	4.7	ENTAILMENT
4836	Bir kız saçını şekillendiriyor	Bir kız saçını karıştırıyor	3.2	NEUTRAL
4839	Bir kız manikür yapıyor	Bir kız saçını şekillendiriyor	2.0	NEUTRAL
4842	Bir adam bıçakla bir kutu açıyor	Bir adam bir kutu açmak için bıçak kullanıyor	4.835	ENTAILMENT
4844	Bir adam gitar çalıyor	Bir gitar bir adam tarafından oynanıyor	5.0	ENTAILMENT
4845	Gitar oynayan adam yok	Bir adam gitar çalıyor	3.9	CONTRADICTION
4847	Bir adam bıçakla bir kutu açıyor	Gitar oynayan adam yok	1.0	NEUTRAL
4848	Bir adam bir kutu açmak için bıçak kullanıyor	Bir adam gitar çalıyor	1.3	NEUTRAL
4849	Bıçakla bir kutu açan bir adam yok	Bir adam gitar çalıyor	1.2	NEUTRAL
4853	Bir adam elektronik bir klavye çalıyor	Bir erkek tarafından elektronik bir klavye çalınıyor	4.9	ENTAILMENT
4855	Bir grup bazı enstrümanlar çalıyor	Bir erkek tarafından elektronik bir klavye çalınıyor	3.1	NEUTRAL
4857	Bazı enstrümanlar bir grup tarafından oynanıyor	Bir adam elektronik bir klavye çalıyor	3.0	NEUTRAL
4858	Bir grup bazı enstrümanlar çalmıyor	Bir adam elektronik bir klavye çalıyor	3.4	NEUTRAL
4859	Bir grup bazı enstrümanlar çalıyor	Bir adam elektronik bir klavye çalıyor	3.7	NEUTRAL
4860	Bir adam dans ediyor	Bir kişi dans ediyor	4.4	ENTAILMENT
4863	Bir kadın egzersiz yapıyor	Egzersiz yapan kadın yok	3.5	CONTRADICTION
4867	Bir kadın egzersiz yapıyor	Bir adam dans etmiyor	1.2	NEUTRAL
4869	Bir kadın patates kesiyor	Bir kadın patates dilimliyor	4.9	ENTAILMENT
4872	Bir kadın havuç dilimlemiyor	Bir kadın havuç dilimliyor	4.4	CONTRADICTION
4874	Bir kadın havuç dilimlemiyor	Bir kadın patates kesiyor	3.2	NEUTRAL
4877	Bir kadın patates kesiyor	Bir kadın havuç dilimliyor	3.6	NEUTRAL
4879	Bir tencerede sebze karıştıran adam yok	Bir adam bir tencerede sebzeleri karıştırıyor	3.8	CONTRADICTION
4880	Bir kişi bir tencerede sebze karıştırıyor	Bir kişi bir kasede sebze karıştırıyor	4.3	ENTAILMENT
4881	Bir kişi bir tencerede sebze karıştırmıyor	Bir kişi bir tencerede sebze karıştırıyor	3.8	CONTRADICTION
4882	Bir kişi bir kasede sebze karıştırıyor	Bir adam bir tencerede sebzeleri karıştırıyor	4.0	NEUTRAL
4883	Bir kişi bir tencerede sebze karıştırmıyor	Bir adam bir tencerede sebzeleri karıştırıyor	3.7	NEUTRAL
4885	Bir kişi bir tencerede sebze karıştırıyor	Bir tencerede sebze karıştıran adam yok	3.2	NEUTRAL
4886	Bir adam bir tencerede sebzeleri karıştırıyor	Bir kişi bir tencerede sebze karıştırıyor	4.7	ENTAILMENT
4888	Bir adam pull-up yapıyor	Pull-up yapan kimse yok	4.2	CONTRADICTION
4898	Bir adam bıçağı keskinleştiriyor	Bir adam bir silahı keskinleştiriyor	4.4	ENTAILMENT
4900	Bir adam bir silahı keskinleştiriyor	Bir erkek bir kadın taşıyor	1.5	NEUTRAL
4901	Bir bıçağı keskinleştiren bir adam yok	Bir erkek bir kadın taşıyor	1.2	NEUTRAL
4903	Bir adam bıçağı keskinleştiriyor	Kadın taşıyan kimse yok	1.3	NEUTRAL
4905	Bir bebek mutlu bir şekilde yürümeye başlıyor	Bir bebek mutlu bir şekilde sürünüyor	3.9	NEUTRAL
4911	Bir kedi parke zeminde yürüyor	Bir bebek mutlu bir şekilde yürümeye başlıyor	1.2	NEUTRAL
4912	Bir bebek mutlu bir şekilde sürünmüyor	Bir kedi parke zeminde yürüyor	1.1	NEUTRAL
4913	Bir bebek mutlu bir şekilde sürünüyor	Bir kedi parke zeminde yürüyor	1.1	NEUTRAL
4918	Bir adam şarkı söylüyor ve müzik aleti çalıyor	Bir adam gitar çalıyor	4.2	NEUTRAL
4919	Bir adam gitar çalıyor	Şarkı söyleyen ve gitar çalan bir adam yok	4.0	NEUTRAL
4921	Gitar oynayan adam yok	Bir adam şarkı söylüyor ve gitar çalıyor	4.1	CONTRADICTION
4922	Bir adam şarkı söylüyor ve gitar çalıyor	Bir adam gitar çalıyor	4.2	ENTAILMENT
4926	Birisi malzemeleri wok'a koyuyor	Birisi malzemeleri wok'a koymuyor	3.4	CONTRADICTION
4928	Bir kişi sarımsağı bıçakla parçalara ayırıyor	Birisi malzemeleri wok'a koymuyor	1.9	NEUTRAL
4929	Bir kişi sarımsağı bıçakla parçalara ayırıyor	Birisi malzemeleri wok'a koyuyor	2.8	NEUTRAL
4932	Bir memur işe alımlarla konuşuyor	Bir memur askerlerle konuşuyor	4.2	NEUTRAL
4933	Bir memur işe alımlarla konuşuyor	Bir memur işe alımları dinliyor	3.2	NEUTRAL
4937	Askeri memur işe alımlarda havlıyor	İşe alımlar askeri subaya havlıyor	3.3	NEUTRAL
4938	Askeri memur, işe alımlara bağırıyor	Bir memur işe alımlarla konuşuyor	4.2	NEUTRAL
4940	Bir memur işe alımlarla konuşuyor	İşe alımlar askeri subaya havlıyor	2.885	NEUTRAL
4941	Askeri memur işe alımlarda havlıyor	Bir memur askerlerle konuşuyor	4.1	ENTAILMENT
4942	Askeri memur işe alımlarda havlıyor	Bir memur işe alımları dinliyor	3.3	NEUTRAL
4944	Askeri memur işe alımlarda havlıyor	Bir memur işe alımlarla konuşuyor	4.385	ENTAILMENT
4946	Bir bebek fil küçük bir ağaç yemiyor	Bir bebek fil küçük bir ağaç yiyor	3.6	CONTRADICTION
4947	Küçük bir kız bir scooter satıyor	Küçük bir kız bir scooter satıyor	3.8	NEUTRAL
4948	Bir scooter satan küçük kız yok	Küçük bir kız bir scooter satıyor	4.0	CONTRADICTION
4949	Bir bebek fil küçük bir ağaç yiyor	Küçük bir kız bir scooter satıyor	1.0	NEUTRAL
4950	Bir bebek fil küçük bir ağaç yiyor	Bir scooter satan küçük kız yok	1.0	NEUTRAL
